Current_connection,City,Region,Nationality,Gender,Exact_Age,Connection,Segment,Performance,Preference,TRIM_Index,Communication,Proposition,Sales_Experience,Opt_inout,Network_Satisfaction,Customer_Support,Billing_Payment
STC,NAJRAN,South,Nationals,Male,41,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
STC,AL MAJMA'AH,Central,Nationals,Male,22,PrepaidData,Data,1,2,-25,0,0,0,0,0,10,0
Zain,Other,Others,Nationals,Male,38,PostpaidData,Data,3,3,50,7,8,9,9,6,10,7
Zain,AL KHUBAR,Eastern,Expat Arabs,Male,28,PrepaidData,Data,3,3,50,10,10,10,10,5,10,10
Zain,AR RIYADH,Central,Expat Arabs,Male,30,PrepaidData,Data,4,3,75,8,7,10,8,9,10,10
Zain,AR RIYADH,Central,Nationals,Male,36,PrepaidData,Data,5,5,150,10,10,10,10,10,10,10
Zain,AR RIYADH,Central,Expat Arabs,Female,45,PrepaidData,Data,4,3,75,10,10,10,10,10,10,10
Mobily,AR RIYADH,Central,Nationals,Male,20,PostpaidData,Data,4,4,100,10,10,10,10,7,10,10
Mobily,JEDDAH,Western,Nationals,Male,21,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,22,PrepaidData,Data,4,2,50,8,9,10,8,9,10,8
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,23,PrepaidData,Data,4,5,125,6,10,10,10,10,8,8
Mobily,Other,Others,Nationals,Male,37,PrepaidData,Data,2,3,25,0,4,7,5,2,8,3
Mobily,AL QATIF,Eastern,Nationals,Male,34,PostpaidData,Data,3,3,50,7,7,8,7,7,8,8
Mobily,JEDDAH,Western,Nationals,Male,48,PrepaidData,Data,5,5,150,10,4,10,5,7,4,5
Mobily,HAFAR AL BATIN,Eastern,Nationals,Male,40,PrepaidData,Data,3,3,50,5,10,9,9,8,8,8
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,43,PostpaidData,Data,1,3,0,,,10,10,3,4,5
Mobily,JEDDAH,Western,Expat Arabs,Female,28,PostpaidData,Data,4,3,75,8,7,9,7,9,9,9
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,29,PrepaidData,Data,3,2,25,5,7,5,7,6,8,6
STC,TABUK,Northern,Nationals,Male,30,PrepaidData,Data,2,2,0,0,0,7,3,0,0,5
STC,AR RIYADH,Central,Nationals,Male,27,PrepaidData,Data,5,5,150,10,10,10,10,9,,8
STC,AR RIYADH,Central,Nationals,Male,30,PrepaidData,Data,2,1,-25,3,1,4,2,6,3,4
STC,AR'AR,Northern,Nationals,Male,27,PostpaidData,Data,4,5,125,5,10,9,10,7,10,10
STC,AR RIYADH,Central,Nationals,Male,18,PrepaidData,Data,4,4,100,8,3,6,6,6,5,8
STC,AR RIYADH,Central,Nationals,Male,58,PostpaidData,Data,1,1,-50,10,4,5,10,0,4,9
STC,TABUK,Northern,Nationals,Female,32,PrepaidData,Data,5,1,50,10,10,10,10,10,10,10
STC,Other,Others,Nationals,Male,24,PrepaidData,Data,4,4,100,10,7,10,10,5,10,10
STC,AR RIYADH,Central,Nationals,Male,25,PostpaidData,Data,3,2,25,4,2,0,0,2,7,8
Mobily,Other,Others,Nationals,Male,51,PrepaidData,Data,3,2,25,7,6,7,7,5,6,6
Mobily,Other,Others,Nationals,Female,34,PostpaidData,Data,3,3,50,10,7,8,8,5,8,8
Mobily,TABUK,Northern,Nationals,Male,50,PostpaidData,Data,4,1,25,8,10,10,8,8,10,10
Mobily,Other,Others,Nationals,Male,50,PostpaidData,Data,5,4,125,10,10,10,9,10,10,5
Mobily,Other,Others,Nationals,Male,54,PostpaidData,Data,5,4,125,8,10,10,10,8,10,10
Mobily,AL HUFUF,Eastern,Nationals,Female,50,PrepaidData,Data,4,3,75,5,0,8,5,5,10,
Mobily,JEDDAH,Western,Nationals,Male,32,PrepaidData,Data,2,1,-25,5,7,3,3,5,5,3
Mobily,Other,Others,Nationals,Female,33,PostpaidData,Data,4,4,100,10,10,10,10,10,10,10
Mobily,HAFAR AL BATIN,Eastern,Nationals,Male,36,PrepaidData,Data,5,5,150,10,10,10,10,10,10,10
Mobily,AT TAIF,Western,Nationals,Male,50,PrepaidData,Data,1,2,-25,7,2,5,7,1,10,8
Mobily,Other,Others,Nationals,Male,42,PostpaidData,Data,3,3,50,7,8,10,9,7,8,8
Mobily,Other,Others,Nationals,Male,40,PostpaidData,Data,2,3,25,0,2,7,,5,10,0
Mobily,AT TAIF,Western,Nationals,Male,50,PostpaidData,Data,4,2,50,10,5,3,5,3,3,6
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,40,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
Mobily,TABUK,Northern,Expat Arabs,Male,34,PostpaidData,Data,3,4,75,7,8,7,7,8,9,7
Mobily,BURAYDAH,Central,Expat Asians,Male,31,PostpaidData,Data,5,4,125,4,9,10,10,8,9,9
Mobily,AR RIYADH,Central,Expat Arabs,Male,24,PostpaidData,Data,3,2,25,4,7,6,7,5,6,4
Mobily,AT TAIF,Western,Expat Arabs,Male,18,PrepaidData,Data,5,5,150,8,7,10,,10,7,10
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Female,39,PostpaidData,Data,5,4,125,9,8,10,10,10,10,10
Mobily,TABUK,Northern,Expat Arabs,Male,35,PrepaidData,Data,5,5,150,10,10,10,10,10,10,10
STC,ABHA,South,Nationals,Male,72,PrepaidData,Data,5,5,150,10,10,10,5,10,10,10
STC,AR RIYADH,Central,Nationals,Male,60,PostpaidData,Data,4,5,125,7,7,8,8,8,8,6
STC,AR RIYADH,Central,Nationals,Female,35,PostpaidData,Data,3,2,25,9,8,9,7,6,7,5
STC,AT TAIF,Western,Expat Arabs,Female,28,PrepaidData,Data,5,3,100,7,6,10,10,9,10,10
STC,Other,Others,Expat Arabs,Female,26,PrepaidData,Data,5,5,150,10,8,10,10,9,10,9
STC,JIZAN,South,Nationals,Male,28,PostpaidData,Data,2,2,0,5,5,6,7,2,1,5
STC,JEDDAH,Western,Expat Arabs,Female,50,PostpaidData,Data,3,3,50,,10,10,9,8,10,10
STC,AR RIYADH,Central,Nationals,Female,34,PostpaidData,Data,4,3,75,10,8,10,9,9,8,7
STC,Other,Others,Nationals,Female,25,PrepaidData,Data,3,3,50,6,8,3,10,5,10,7
STC,AR RIYADH,Central,Nationals,Female,23,PrepaidData,Data,5,4,125,10,10,10,10,10,10,10
STC,Other,Others,Nationals,Female,50,PostpaidData,Data,2,3,25,10,0,10,10,0,10,10
Zain,JEDDAH,Western,Expat Arabs,Male,51,PrepaidData,Data,3,4,75,10,8,9,10,7,6,4
Zain,AR RIYADH,Central,Expat Arabs,Male,28,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
Zain,JEDDAH,Western,Expat Arabs,Female,25,PostpaidData,Data,5,4,125,8,7,8,10,10,9,7
Zain,AD DAMMAM,Eastern,Expat Arabs,Male,30,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
Zain,JEDDAH,Western,Nationals,Female,29,PrepaidData,Data,5,5,150,10,10,10,10,10,10,10
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,30,PostpaidData,Data,2,3,25,10,10,10,0,0,10,0
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Male,49,PostpaidData,Data,4,4,100,8,9,9,9,10,8,6
Mobily,JEDDAH,Western,Nationals,Female,30,PrepaidData,Data,3,1,0,7,7,8,8,7,10,9
Mobily,Other,Others,Nationals,Male,30,PostpaidData,Data,5,5,150,10,10,10,10,10,10,0
Mobily,HAIL,Northern,Nationals,Female,35,PostpaidData,Data,5,4,125,10,10,10,5,10,10,7
Mobily,Other,Others,Nationals,Male,50,PrepaidData,Data,4,4,100,5,8,9,8,8,7,
Mobily,JEDDAH,Western,Nationals,Male,28,PostpaidData,Data,5,4,125,8,7,8,9,8,10,10
Mobily,AT TAIF,Western,Nationals,Male,40,PostpaidData,Data,4,4,100,5,8,7,8,8,9,7
Mobily,AR RIYADH,Central,Expat Arabs,Male,63,PostpaidData,Data,4,4,100,8,7,9,10,9,9,6
Mobily,JEDDAH,Western,Expat Arabs,Male,34,PostpaidData,Data,4,5,125,9,9,10,9,9,9,10
Mobily,AT TAIF,Western,Nationals,Male,23,PrepaidData,Data,4,3,75,7,7,4,7,7,8,7
Mobily,AR RIYADH,Central,Nationals,Male,17,PrepaidData,Data,5,3,100,10,8,10,10,10,10,10
Mobily,AR RIYADH,Central,Nationals,Male,29,PrepaidData,Data,5,5,150,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Nationals,Male,27,PostpaidData,Data,2,3,25,0,7,7,10,6,10,6
Mobily,JEDDAH,Western,Nationals,Male,25,PostpaidData,Data,3,5,100,0,5,10,10,5,7,0
STC,Other,Others,Nationals,Male,24,PrepaidData,Data,1,1,-50,3,2,6,5,8,3,5
STC,AL KHUBAR,Eastern,Nationals,Male,35,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
STC,AR RIYADH,Central,Nationals,Male,24,PrepaidData,Data,4,5,125,5,6,3,10,10,10,4
STC,BAYSH,South,Nationals,Female,25,PrepaidData,Data,2,1,-25,5,7,4,5,8,9,6
STC,JEDDAH,Western,Nationals,Female,23,PostpaidData,Data,4,1,25,9,10,9,9,10,9,8
STC,AR RIYADH,Central,Nationals,Male,27,PrepaidData,Data,5,4,125,10,10,10,5,10,10,10
STC,AR RIYADH,Central,Expat Arabs,Female,26,PrepaidData,Data,5,5,150,8,10,10,8,10,10,7
STC,AR RIYADH,Central,Nationals,Female,19,PrepaidData,Data,5,5,150,8,10,10,10,10,10,10
STC,AR RIYADH,Central,Nationals,Female,36,PrepaidData,Data,4,3,75,10,10,10,10,10,10,10
Zain,Other,Others,Expat Arabs,Male,54,PostpaidData,Data,5,4,125,10,10,10,10,10,10,10
Zain,AR RIYADH,Central,Nationals,Male,32,PrepaidData,Data,5,4,125,9,10,10,10,10,10,10
Zain,JEDDAH,Western,Expat Asians,Male,32,PrepaidData,Data,3,4,75,8,9,9,9,9,9,9
Mobily,AR RIYADH,Central,Nationals,Male,25,PostpaidData,Data,2,2,0,8,5,5,5,3,,4
Mobily,Other,Others,Nationals,Male,31,PostpaidData,Data,3,2,25,6,7,7,7,4,8,3
Mobily,JEDDAH,Western,Expat Arabs,Male,32,PostpaidData,Data,2,1,-25,,0,4,5,4,5,6
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,27,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
Mobily,AR RIYADH,Central,Expat Arabs,Male,20,PrepaidData,Data,5,4,125,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Nationals,Male,57,PostpaidData,Data,2,3,25,5,5,5,8,5,5,
Mobily,SAKAKA,Northern,Expat Arabs,Male,39,PostpaidData,Data,4,4,100,8,8,8,8,10,8,7
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,40,PrepaidData,Data,5,4,125,7,6,6,6,9,9,9
Mobily,AR RIYADH,Central,Nationals,Male,42,PostpaidData,Data,,,0,7,5,7,8,3,5,9
Mobily,AD DAMMAM,Eastern,Nationals,Male,35,PostpaidData,Data,4,5,125,10,8,8,8,10,8,8
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,37,PostpaidData,Data,4,3,75,7,8,8,9,8,9,9
Mobily,JEDDAH,Western,Nationals,Male,35,PostpaidData,Data,5,4,125,,10,10,10,10,10,10
Mobily,JEDDAH,Western,Nationals,Female,22,PrepaidData,Data,5,5,150,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Nationals,Female,40,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,40,PostpaidData,Data,4,5,125,7,8,8,7,9,10,7
STC,AR RIYADH,Central,Expat Arabs,Male,28,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
STC,JEDDAH,Western,Expat Arabs,Male,40,PrepaidData,Data,5,4,125,10,10,10,10,10,10,10
STC,AR RIYADH,Central,Nationals,Male,25,PrepaidData,Data,5,4,125,10,10,10,10,10,10,10
STC,AR RIYADH,Central,Nationals,Male,18,PostpaidData,Data,5,5,150,10,10,10,10,10,9,10
STC,AR RIYADH,Central,Expat Arabs,Male,29,PrepaidData,Data,4,2,50,6,8,7,9,8,10,6
STC,ABHA,South,Nationals,Male,50,PostpaidData,Data,2,1,-25,3,1,3,0,2,3,0
STC,AL BAHA,South,Nationals,Male,60,PostpaidData,Data,1,1,-50,0,5,5,8,1,10,7
STC,AR RIYADH,Central,Nationals,Male,39,PostpaidData,Data,4,3,75,9,9,9,9,9,9,9
STC,JEDDAH,Western,Nationals,Female,50,PrepaidData,Data,4,4,100,9,9,10,9,9,10,9
STC,AR RIYADH,Central,Expat Arabs,Female,24,PrepaidData,Data,3,3,50,6,10,10,10,10,9,10
STC,AD DAMMAM,Eastern,Expat Arabs,Male,32,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
Zain,AR RIYADH,Central,Nationals,Male,43,PrepaidData,Data,5,5,150,10,10,10,10,10,10,10
Zain,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,30,PostpaidData,Data,5,4,125,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Nationals,Female,55,PostpaidData,Data,3,3,50,7,8,9,8,5,4,8
Mobily,NAJRAN,South,Nationals,Male,24,PostpaidData,Data,5,3,100,7,10,8,10,9,10,8
Mobily,AR RIYADH,Central,Expat Arabs,Male,55,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,36,PostpaidData,Data,3,3,50,7,6,5,6,4,6,7
Mobily,JEDDAH,Western,Nationals,Male,25,PostpaidData,Data,3,4,75,8,10,8,10,5,10,5
Mobily,AR RIYADH,Central,Nationals,Male,30,PostpaidData,Data,2,3,25,6,3,2,7,0,8,10
Mobily,HAIL,Northern,Nationals,Male,42,PostpaidData,Data,4,4,100,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Nationals,Male,32,PostpaidData,Data,1,2,-25,10,0,10,0,0,0,0
Mobily,AR RIYADH,Central,Nationals,Male,40,PostpaidData,Data,4,3,75,9,8,9,9,9,9,8
Mobily,JEDDAH,Western,Nationals,Male,20,PostpaidData,Data,4,5,125,10,10,10,10,10,10,10
Mobily,AL QATIF,Eastern,Nationals,Male,42,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
STC,AR RIYADH,Central,Nationals,Male,33,PostpaidData,Data,3,3,50,9,7,9,10,10,10,10
STC,HAFAR AL BATIN,Eastern,Expat Arabs,Male,28,PostpaidData,Data,4,4,100,9,10,10,10,,10,10
STC,AR RIYADH,Central,Nationals,Male,35,PostpaidData,Data,3,2,25,3,4,4,4,4,4,3
STC,AR RIYADH,Central,Nationals,Male,28,PostpaidData,Data,3,3,50,7,0,7,6,5,6,7
STC,AR RIYADH,Central,Nationals,Male,27,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
STC,AR RIYADH,Central,Nationals,Male,42,PrepaidData,Data,5,3,100,10,10,10,10,10,10,10
STC,AR RIYADH,Central,Nationals,Male,40,PrepaidData,Data,4,5,125,10,10,10,10,8,10,10
STC,AR RIYADH,Central,Nationals,Female,38,PostpaidData,Data,4,5,125,9,8,10,8,10,10,9
STC,JEDDAH,Western,Nationals,Male,46,PostpaidData,Data,4,5,125,8,7,9,7,8,8,5
STC,Other,Others,Expat Arabs,Female,28,PostpaidData,Data,2,3,25,7,4,10,10,6,10,5
STC,AR RIYADH,Central,Expat Arabs,Male,25,PrepaidData,Data,5,5,150,10,10,10,10,10,10,10
Zain,Other,Others,Expat Arabs,Male,17,PostpaidData,Data,5,4,125,10,10,9,7,10,10,7
Zain,AR RIYADH,Central,Expat Arabs,Female,27,PostpaidData,Data,5,5,150,5,10,10,10,10,10,8
Zain,JEDDAH,Western,Nationals,Female,25,PostpaidData,Data,5,5,150,10,,10,10,10,10,10
Zain,Other,Others,Nationals,Female,18,PostpaidData,Data,5,5,150,8,8,9,10,10,10,6
Zain,Other,Others,Expat Arabs,Male,19,PrepaidData,Data,4,5,125,8,8,9,8,10,10,8
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,29,PrepaidData,Data,1,1,-50,0,3,2,2,0,0,1
Mobily,SAKAKA,Northern,Nationals,Male,17,PostpaidData,Data,4,3,75,10,10,10,10,10,10,10
Mobily,HAFAR AL BATIN,Eastern,Nationals,Female,20,PostpaidData,Data,5,5,150,8,10,10,10,10,10,10
Mobily,AR RIYADH,Central,Nationals,Male,19,PrepaidData,Data,5,5,150,10,10,10,9,10,10,10
Mobily,AR RIYADH,Central,Expat Arabs,Male,40,PrepaidData,Data,4,2,50,7,,9,8,8,8,6
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,51,PostpaidData,Data,4,4,100,9,8,7,8,6,9,
Mobily,TABUK,Northern,Nationals,Male,23,PrepaidData,Data,4,2,50,8,0,10,5,8,10,7
Mobily,JEDDAH,Western,Nationals,Male,46,PostpaidData,Data,1,1,-50,0,0,0,0,0,0,0
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,36,PrepaidData,Data,4,3,75,8,10,10,10,10,10,10
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,28,PrepaidData,Data,3,3,50,10,10,10,10,10,10,10
STC,BUQAYQ,Eastern,Nationals,Male,40,PostpaidData,Data,1,1,-50,3,0,0,0,3,1,3
STC,TABUK,Northern,Nationals,Male,22,PostpaidData,Data,4,5,125,10,10,10,10,10,10,10
STC,Other,Others,Nationals,Male,40,PrepaidData,Data,4,4,100,,5,10,10,10,10,10
STC,Other,Others,Nationals,Male,31,PrepaidData,Data,2,3,25,2,1,2,2,0,1,1
STC,Other,Others,Nationals,Male,27,PostpaidData,Data,4,4,100,7,8,10,10,9,10,10
STC,AR RIYADH,Central,Expat Arabs,Male,59,PrepaidData,Data,5,4,125,10,10,10,10,10,10,10
STC,Other,Others,Nationals,Female,23,PostpaidData,Data,5,4,125,10,10,7,10,10,10,10
STC,Other,Others,Nationals,Male,24,PostpaidData,Data,4,5,125,9,10,10,10,10,10,10
STC,Other,Others,Nationals,Male,29,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
STC,AD DAMMAM,Eastern,Nationals,Male,56,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
Mobily,AD DAMMAM,Eastern,Nationals,Male,30,PostpaidData,Data,2,3,25,5,7,10,8,8,10,8
Mobily,AR RIYADH,Central,Expat Arabs,Female,42,PostpaidData,Data,2,,0,8,7,10,8,9,9,9
Mobily,AR RIYADH,Central,Nationals,Male,54,PostpaidData,Data,1,3,0,10,10,10,10,10,10,10
Mobily,NAJRAN,South,Expat Arabs,Male,22,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
Mobily,HAFAR AL BATIN,Eastern,Nationals,Male,40,PrepaidData,Data,5,4,125,7,10,10,10,10,10,10
Mobily,AT TAIF,Western,Nationals,Male,42,PostpaidData,Data,4,3,75,8,7,8,8,6,8,6
Mobily,AT TAIF,Western,Expat Arabs,Male,30,PrepaidData,Data,1,1,-50,0,0,6,0,0,2,0
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Asians,Male,32,PrepaidData,Data,5,5,150,10,0,8,10,10,,10
Mobily,HAIL,Northern,Expat Arabs,Male,47,PostpaidData,Data,2,3,25,10,7,8,8,7,8,9
Mobily,AL QATIF,Eastern,Nationals,Male,32,PostpaidData,Data,4,3,75,10,8,9,8,9,10,7
Mobily,Other,Others,Nationals,Female,27,PostpaidData,Data,3,3,50,10,10,10,10,3,10,10
Mobily,AR RIYADH,Central,Expat Arabs,Male,40,PrepaidData,Data,4,2,50,7,5,6,7,8,8,7
Mobily,AR RIYADH,Central,Expat Asians,Male,28,PostpaidData,Data,4,5,125,9,7,6,5,9,10,8
Mobily,AR RIYADH,Central,Nationals,Male,21,PrepaidData,Data,2,1,-25,10,7,6,7,5,8,3
STC,AR RIYADH,Central,Nationals,Male,56,PostpaidData,Data,4,4,100,8,8,8,8,7,10,8
STC,AT TAIF,Western,Nationals,Male,56,PostpaidData,Data,3,3,50,7,5,4,6,5,4,7
STC,AR'AR,Northern,Expat Arabs,Male,30,PrepaidData,Data,5,5,150,10,10,10,10,10,10,10
STC,AL KHARJ,Central,Nationals,Male,36,PostpaidData,Data,2,3,25,3,0,6,0,3,1,2
STC,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,40,PostpaidData,Data,3,5,100,9,9,9,10,9,10,9
STC,AD DAMMAM,Eastern,Expat Asians,Male,39,PrepaidData,Data,5,4,125,10,10,10,10,10,10,10
STC,AR RIYADH,Central,Nationals,Male,30,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
STC,JEDDAH,Western,Expat Arabs,Male,30,PostpaidData,Data,5,5,150,10,10,10,10,10,10,10
STC,AR RIYADH,Central,Nationals,Male,39,PrepaidData,Data,5,5,150,10,10,10,10,10,10,10
STC,Other,Others,Nationals,Female,20,PostpaidData,Data,4,1,25,10,10,10,10,10,10,10
Zain,KHAMIS MUSHAYT,South,Nationals,Female,39,PrepaidData,Data,3,2,25,6,7,7,7,7,9,7
